iter	Logloss
0	0.6308247962
1	0.5713205713
2	0.5206514917
3	0.4716534205
4	0.4272404037
5	0.3887467313
6	0.3537887947
7	0.3220740467
8	0.2907728884
9	0.2619251476
10	0.2386585775
11	0.2129981695
12	0.1923906562
13	0.1743775054
14	0.1568757882
15	0.1440945275
16	0.1323736067
17	0.1214081087
18	0.1111751134
19	0.1028169039
20	0.09462625113
21	0.08686366555
22	0.07665004326
23	0.07044654588
24	0.06571482189
25	0.06129620066
26	0.05655368538
27	0.05242392527
28	0.04800926316
29	0.04500161597
30	0.04202838643
31	0.03879589292
32	0.03644767847
33	0.03384672725
34	0.03149172076
35	0.02986974664
36	0.02742754305
37	0.02590255685
38	0.02431205245
39	0.02302201904
40	0.02170107234
41	0.02040037737
42	0.01923060379
43	0.01805659153
44	0.01648162937
45	0.01540742858
46	0.01474913676
47	0.01411947505
48	0.01347984195
49	0.01274765891
50	0.0121460107
51	0.01156761969
52	0.01091849405
53	0.01050422891
54	0.01003244943
55	0.009610134965
56	0.009182148646
57	0.008834442991
58	0.008496133575
59	0.008189507877
60	0.007836550359
61	0.007523004214
62	0.007221637734
63	0.006950036266
64	0.006731045711
65	0.006508853079
66	0.00627937485
67	0.006081958864
68	0.005884635836
69	0.005674280459
70	0.005483008475
71	0.005299903529
72	0.005106803793
73	0.004792145815
74	0.004659461556
75	0.004499264373
76	0.004390665249
77	0.00424195221
78	0.004117329657
79	0.003976538884
80	0.003872739534
81	0.003767977487
82	0.003650239935
83	0.003513697868
84	0.003419096132
85	0.003333249282
86	0.003234912791
87	0.003115141506
88	0.00301237942
89	0.002932787925
90	0.002835453588
91	0.002770113111
92	0.002711352509
93	0.002656159301
94	0.002593265023
95	0.002539955912
96	0.002481172906
97	0.002419248347
98	0.002371505253
99	0.002323313247
100	0.002253771213
101	0.002217921886
102	0.002172266864
103	0.002120927954
104	0.002070302455
105	0.002030492162
106	0.001991741871
107	0.001945023335
108	0.001911807128
109	0.001869946549
110	0.001836562815
111	0.001805871387
112	0.001770105322
113	0.001741006741
114	0.001715768644
115	0.001685575618
116	0.001658344916
117	0.001634338194
118	0.001611929501
119	0.001587451128
120	0.001569268736
121	0.001538080412
122	0.001518060905
123	0.001499846914
124	0.001479140914
125	0.001455766682
126	0.001433246806
127	0.001408338078
128	0.00139139793
129	0.001357718264
130	0.001333767468
131	0.001315642591
132	0.001300933882
133	0.001285029243
134	0.00126537104
135	0.001249694702
136	0.001236695123
137	0.001215185593
138	0.00119786809
139	0.001184611284
140	0.001169860777
141	0.001157804583
142	0.001141160366
143	0.001129674467
144	0.001114793466
145	0.001100104152
146	0.001089186123
147	0.001070682721
148	0.001058705359
149	0.001045043528
150	0.001029884401
151	0.00102100972
152	0.001009404111
153	0.0009956674617
154	0.0009803133048
155	0.0009670338441
156	0.0009567907732
157	0.0009465573994
158	0.0009382166488
159	0.0009278286216
160	0.0009172964742
161	0.000905685264
162	0.000897818756
163	0.00088936189
164	0.0008821985116
165	0.0008734391101
166	0.0008629350511
167	0.0008527109565
168	0.0008445945788
169	0.0008276015138
170	0.0008172549504
171	0.0008086167638
172	0.0008086035555
173	0.0008086040571
174	0.0008086012148
175	0.0008085962826
176	0.0008009079187
177	0.0007934526215
178	0.0007848380091
179	0.0007848370059
180	0.0007848370059
181	0.0007764176747
182	0.0007764176747
183	0.0007764109034
184	0.0007764109034
185	0.0007764088971
186	0.0007764051353
187	0.0007678061553
188	0.0007580986031
189	0.000758106294
190	0.0007481667616
191	0.0007481720282
192	0.0007379652381
193	0.0007304534298
194	0.0007304525102
195	0.0007304474108
196	0.0007225358444
197	0.0007155741006
198	0.0007072862666
199	0.000707277489
200	0.000707277489
201	0.0007072689621
202	0.000699944368
203	0.0006999446188
204	0.000692642345
205	0.0006851141518
206	0.0006851098884
207	0.000685089031
208	0.000685095259
209	0.0006850893236
210	0.0006850926675
211	0.0006850926675
212	0.000676784436
213	0.0006767703918
214	0.0006767678839
215	0.0006670691929
216	0.0006670691929
217	0.0006670548561
218	0.0006670491297
219	0.000667051972
220	0.000667051972
221	0.000667051972
222	0.0006670381786
223	0.0006670518048
224	0.0006670521392
225	0.0006670521392
226	0.0006670521392
227	0.000667033957
228	0.0006670394325
229	0.0006670346257
230	0.0006670325358
231	0.0006670339152
232	0.0006670339152
233	0.0006670279798
234	0.0006670279798
235	0.0006670125981
236	0.0006670193694
237	0.0006670149806
238	0.0006670149806
239	0.0006670149806
240	0.0006670029845
241	0.0006669980523
242	0.000666986934
243	0.0006669857636
244	0.0006669913228
245	0.0006669880207
246	0.0006669868086
247	0.0006669800373
248	0.0006669764844
249	0.0006669721792
250	0.0006669657423
251	0.0006669736839
252	0.0006669590546
253	0.0006669596815
254	0.000666972221
255	0.0006669605593
256	0.0006669498589
257	0.0006669441326
258	0.0006669521578
259	0.0006669399528
260	0.0006669337666
261	0.0006669335158
262	0.0006669339756
263	0.0006669361491
264	0.000666924153
265	0.0006669269535
266	0.0006669269535
267	0.0006591348046
268	0.000659133467
269	0.0006574072843
270	0.0006574095414
271	0.0006574015579
272	0.0006573879317
273	0.0006573970855
274	0.0006503845987
275	0.000650378329
276	0.0006503789141
277	0.0006503789141
278	0.0006427122016
279	0.0006427221496
280	0.0006427221496
281	0.0006427071859
282	0.0006426981156
283	0.000642698032
284	0.0006426928073
285	0.0006426893798
286	0.0006426879587
287	0.0006426976977
288	0.0006426976977
289	0.000642680017
290	0.000642680017
291	0.0006426785123
292	0.0006426659728
293	0.0006426659728
294	0.0006426700272
295	0.0006426574042
296	0.0006426574042
297	0.0006426647189
298	0.0006426602883
299	0.0006426472054
300	0.000642652681
301	0.000642657864
302	0.0006426472054
303	0.0006351947088
304	0.00063518451
305	0.0006351879793
306	0.0006351785747
307	0.0006351785747
308	0.0006351785747
309	0.0006351856386
310	0.0006351856386
311	0.0006351774043
312	0.000635171051
313	0.0006351730991
314	0.0006351641125
315	0.0006351594729
316	0.0006271595032
317	0.0006271471727
318	0.0006271401088
319	0.0006271401088
320	0.0006271436199
321	0.0006271382279
322	0.0006271375591
323	0.0006271447902
324	0.0006271383533
325	0.0006271325851
326	0.0006271243091
327	0.0006271253123
328	0.0006271297429
329	0.0006271150717
330	0.0006271077152
